target_pref_name,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
ATPase family AAA domain-containing protein 2,CHEMBL3590385,COc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,100.0,active
ATPase family AAA domain-containing protein 2,CHEMBL3590386,Cc1cc2c(-c3cncnc3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCOCC3)c2[nH]c1=O,794.33,active
ATPase family AAA domain-containing protein 2,CHEMBL3590405,Cc1cncc(-c2ccc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,39.81,active
ATPase family AAA domain-containing protein 2,CHEMBL3590405,Cc1cncc(-c2ccc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,39.81,active
ATPase family AAA domain-containing protein 2,CHEMBL3590406,Cc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OC[C@@H]3C[C@H](C)S(=O)(=O)[C@H](C)C3)c3[nH]c(=O)c(C)cc23)c1,63.1,active
ATPase family AAA domain-containing protein 2,CHEMBL3590407,CCc1cc2c(-c3cncc(C)c3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c2[nH]c1=O,50.12,active
ATPase family AAA domain-containing protein 2,CHEMBL3590408,Cc1cncc(-c2cnc(N[C@@H]3CCN(C)C[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,100.0,active
ATPase family AAA domain-containing protein 2,CHEMBL3590383,Cc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,125.89,active
ATPase family AAA domain-containing protein 2,CHEMBL3590408,Cc1cncc(-c2cnc(N[C@@H]3CCN(C)C[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,251.19,active
ATPase family AAA domain-containing protein 2,CHEMBL3774931,CCCCc1c(C)nc2nc(SCc3nc4c(c(=O)[nH]c(=O)n4CCCC)n3CC)nn2c1C,100000.0,inactive
ATPase family AAA domain-containing protein 2,CHEMBL3752151,COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C,100000.0,inactive
ATPase family AAA domain-containing protein 2,CHEMBL4102050,Cc1cc2cc(NS(=O)(=O)c3ccc(C#N)cc3)ccc2n(C)c1=O,100000.0,inactive
ATPase family AAA domain-containing protein 2,CHEMBL4059509,CCc1cc2cc(NS(=O)(=O)c3ccc(C#N)cc3)ccc2n(CC)c1=O,100000.0,inactive
ATPase family AAA domain-containing protein 2,CHEMBL216146,Cn1c(=O)ccc2ccccc21,100000.0,inactive
ATPase family AAA domain-containing protein 2,CHEMBL4206758,CO[C@H]1CNC[C@@H](OCC2CCC(F)(F)CC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12,2700.0,intermediate
ATPase family AAA domain-containing protein 2,CHEMBL3787482,CCOc1ccc(S(=O)(=O)CC)cc1-c1cn(C)c(=O)c2ccc(-c3cnn(C)c3)cc12,80000.0,inactive
ATPase family AAA domain-containing protein 2,CHEMBL3590388,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c2[nH]c1=O,2511.89,intermediate
ATPase family AAA domain-containing protein 2,CHEMBL3590391,Cc1cc2c(-c3cncc(N)c3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c2[nH]c1=O,125.89,active
ATPase family AAA domain-containing protein 2,CHEMBL3590389,Cc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c3[nH]c(=O)c(C)cc23)c1,199.53,active
ATPase family AAA domain-containing protein 2,CHEMBL3590383,Cc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,125.89,active
ATPase family AAA domain-containing protein 2,CHEMBL4250812,CO[C@H]1CNC[C@@H](OCC2CCS(=O)(=O)CC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12,125.89,active
ATPase family AAA domain-containing protein 2,CHEMBL4206758,CO[C@H]1CNC[C@@H](OCC2CCC(F)(F)CC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12,50.12,active
ATPase family AAA domain-containing protein 2,CHEMBL3586700,Cc1cc2ccnc(NC3CCNCC3)c2[nH]c1=O,15848.93,inactive
ATPase family AAA domain-containing protein 2,CHEMBL3586713,Cc1cc2ccnc(NC3CCN(C)CC3)c2[nH]c1=O,12589.25,inactive
ATPase family AAA domain-containing protein 2,CHEMBL3586717,Cc1cc2ccnc(N[C@@H]3C[C@@H]4CC[C@H](C3)N4C)c2[nH]c1=O,50118.72,inactive
ATPase family AAA domain-containing protein 2,CHEMBL3586718,Cc1cc2ccnc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C)c2[nH]c1=O,31622.78,inactive
ATPase family AAA domain-containing protein 2,CHEMBL3590382,Cc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCOCC3)c3[nH]c(=O)c(C)cc23)c1,316.23,active
ATPase family AAA domain-containing protein 2,CHEMBL4246358,CO[C@H]1CNC[C@@H](OCC2CCOCC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12,199.53,active
ATPase family AAA domain-containing protein 2,CHEMBL4241003,Cc1cncc(-c2cnc(N[C@@H]3C[C@H]4CC[C@H](N4)[C@H]3CCC3CCOCC3)c3[nH]c(=O)c(C)cc23)c1,251.19,active
ATPase family AAA domain-containing protein 2,CHEMBL4246286,Cc1cncc(-c2cnc(N[C@@H]3C[C@H]4CC[C@H](N4)[C@H]3CCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,251.19,active
ATPase family AAA domain-containing protein 2,CHEMBL4244134,Cc1cncc(-c2ccc(N[C@@H]3CCNC[C@H]3OCC3CCC(F)(F)CC3)c3[nH]c(=O)c(C)cc23)c1,39.81,active
ATPase family AAA domain-containing protein 2,CHEMBL4242484,Cc1cncc(-c2cnc(N[C@@H]3C[C@H]4CC[C@H](N4)[C@H]3CCC3CCC(F)(F)CC3)c3[nH]c(=O)c(C)cc23)c1,100.0,active
ATPase family AAA domain-containing protein 2,CHEMBL4246741,Cc1cncc(-c2ccc(N[C@@H]3C[C@H]4CC[C@H](N4)[C@H]3CCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,251.19,active
ATPase family AAA domain-containing protein 2,CHEMBL3590405,Cc1cncc(-c2ccc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,158.49,active
ATPase family AAA domain-containing protein 2,CHEMBL3590399,CO[C@@H]1CNCC[C@H]1Nc1nccc2cc(C)c(=O)[nH]c12,10000.0,inactive
ATPase family AAA domain-containing protein 2,CHEMBL4238181,CO[C@H]1CNC[C@@H](OC)[C@@H]1Nc1nccc2cc(C)c(=O)[nH]c12,25118.86,inactive
ATPase family AAA domain-containing protein 2,CHEMBL4279390,Cc1ccc(OCCCC(=O)Nc2nc(C)c(C)s2)cc1,23000.0,inactive
Serine/threonine-protein kinase ICK,CHEMBL1779593,O=C(c1ccco1)N1N=C(c2cccnc2)CC1c1ccccc1O,10000.0,inactive
Serine/threonine-protein kinase ICK,CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
Serine/threonine-protein kinase ICK,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,41.06,active
Kinesin-like protein KIF20B,CHEMBL368810,CCCCCc1cc(O)cc2c1Oc1cc(O)cc(C(=O)CCCC)c1C(=O)O2,18700.0,inactive
Kinesin-like protein KIF20B,CHEMBL171637,CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,9900.0,intermediate
Kinesin-like protein KIF20B,CHEMBL368810,CCCCCc1cc(O)cc2c1Oc1cc(O)cc(C(=O)CCCC)c1C(=O)O2,24400.0,inactive
Kinesin-like protein KIF20B,CHEMBL171637,CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,5800.0,intermediate
Kinesin-like protein KIF20B,CHEMBL368810,CCCCCc1cc(O)cc2c1Oc1cc(O)cc(C(=O)CCCC)c1C(=O)O2,10800.0,inactive
Kinesin-like protein KIF20B,CHEMBL171637,CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,10400.0,inactive
Kinesin-like protein KIF20B,CHEMBL368810,CCCCCc1cc(O)cc2c1Oc1cc(O)cc(C(=O)CCCC)c1C(=O)O2,7600.0,intermediate
Kinesin-like protein KIF20B,CHEMBL171637,CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,4600.0,intermediate
Kinesin-like protein KIF20B,CHEMBL3972457,FC(F)(F)c1cc(Cl)c2ncc(-c3ccc(Cl)c(Cl)c3)nc2c1,40000.0,inactive
tRNA-dihydrouridine(20) synthase [NAD(P)+]-like,CHEMBL3883534,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,1600.0,intermediate
Glutamate carboxypeptidase II,CHEMBL51979,O=C(O)CCC(=O)NO,43000.0,inactive
Glutamate carboxypeptidase II,CHEMBL47009,O=C(O)CCC(CP(=O)(O)O)C(=O)O,0.3,active
Glutamate carboxypeptidase II,CHEMBL65043,O=C(O)CCC(CC(=O)NO)C(=O)O,220.0,active
Glutamate carboxypeptidase II,CHEMBL63893,N[C@@H](CCC(=O)NO)C(=O)O,100000.0,inactive
Glutamate carboxypeptidase II,CHEMBL65072,CC(=O)N[C@@H](CC(=O)O)C(=O)NO,100000.0,inactive
Glutamate carboxypeptidase II,CHEMBL433298,O=C(O)CCC(CCCC(=O)NO)C(=O)O,940.0,active
Glutamate carboxypeptidase II,CHEMBL294281,CC(=O)N[C@H](CC(=O)O)C(=O)NO,100000.0,inactive
Glutamate carboxypeptidase II,CHEMBL432726,O=C(O)CCC(C(=O)O)C(=O)NO,4000.0,intermediate
Glutamate carboxypeptidase II,CHEMBL63454,O=C(O)CCC(CCC(=O)NO)C(=O)O,1200.0,intermediate
Glutamate carboxypeptidase II,CHEMBL303352,O=C(O)CCC(CCCS)C(=O)O,90.0,active
Glutamate carboxypeptidase II,CHEMBL63902,N[C@@H](CC(=O)NO)C(=O)O,100000.0,inactive
Glutamate carboxypeptidase II,CHEMBL64901,O=C(O)CCC(CP(=O)(O)Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O,82.0,active
Glutamate carboxypeptidase II,CHEMBL413963,N[C@H](CC(=O)NO)C(=O)O,100000.0,inactive
Glutamate carboxypeptidase II,CHEMBL65860,O=C(O)CCC(CC(=O)O)C(=O)O,20000.0,inactive
Glutamate carboxypeptidase II,CHEMBL304885,O=C(O)CCC(S)C(=O)O,2600.0,intermediate
Glutamate carboxypeptidase II,CHEMBL60317,O=C(O)CCC(CCCCS)C(=O)O,1100.0,intermediate
Glutamate carboxypeptidase II,CHEMBL417214,O=C(O)CCC(CCCSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,10000.0,inactive
Glutamate carboxypeptidase II,CHEMBL61882,CSCCCC(CCC(=O)O)C(=O)O,6500.0,intermediate
Glutamate carboxypeptidase II,CHEMBL294565,O=C(O)CCCCS,1400.0,intermediate
Glutamate carboxypeptidase II,CHEMBL47009,O=C(O)CCC(CP(=O)(O)O)C(=O)O,0.3,active
Glutamate carboxypeptidase II,CHEMBL60941,O=C(O)CCC(CS)C(=O)O,6000.0,intermediate
Glutamate carboxypeptidase II,CHEMBL61832,O=C(O)CCC(CCCSSCCCC(CCC(=O)O)C(=O)O)C(=O)O,3100.0,intermediate
Glutamate carboxypeptidase II,CHEMBL61067,O=C(O)CCC(CCCCCS)C(=O)O,2600.0,intermediate
Glutamate carboxypeptidase II,CHEMBL292562,O=C(O)CCC(CCS)C(=O)O,580.0,active
Glutamate carboxypeptidase II,CHEMBL302413,O=C(O)CCC(C(=O)O)P(=O)(O)O,1400.0,intermediate
Glutamate carboxypeptidase II,CHEMBL303352,O=C(O)CCC(CCCS)C(=O)O,90.0,active
Glutamate carboxypeptidase II,CHEMBL58232,O=C(O)CCC(CCP(=O)(O)O)C(=O)O,1200.0,intermediate
Glutamate carboxypeptidase II,CHEMBL284762,O=C(O)c1ccc(COC(=O)[C@@H]2[C@H](Cc3ccc(O)cc3)C(=O)N2C(=O)Cc2cccc(C(=O)OCc3ccccc3)c2)cc1,3500.0,intermediate
Glutamate carboxypeptidase II,CHEMBL290489,Cc1ccc(S(=O)(=O)N2C(=O)[C@@H](Cc3ccccc3)[C@H]2COC(=O)c2ccccc2)cc1,4790.0,intermediate
Glutamate carboxypeptidase II,CHEMBL286935,O=C(O)c1ccc(COC(=O)[C@@H]2[C@H](Cc3ccccc3)C(=O)N2C(=O)Cc2cccc(C(=O)OCc3ccccc3)c2)cc1,8980.0,intermediate
Glutamate carboxypeptidase II,CHEMBL286934,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccc(O)cc3)[C@H]2C(=O)OCc2ccccc2)c1,348.0,active
Glutamate carboxypeptidase II,CHEMBL35781,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccccc3)[C@H]2C(=O)OCc2ccccc2)c1,1430.0,intermediate
Glutamate carboxypeptidase II,CHEMBL288296,Cc1ccc(S(=O)(=O)N2C(=O)[C@@H](Cc3ccccc3)[C@H]2C(=O)OCc2ccccc2)cc1,30000.0,inactive
Glutamate carboxypeptidase II,CHEMBL37039,O=C(OCc1ccccc1)[C@@H]1[C@H](Cc2ccc(O)cc2)C(=O)N1C(=O)c1ccccc1,9140.0,intermediate
Glutamate carboxypeptidase II,CHEMBL37818,O=C(OC[C@@H]1[C@H](Cc2ccccc2)C(=O)N1S(=O)(=O)c1ccccc1)c1ccccc1,3080.0,intermediate
Glutamate carboxypeptidase II,CHEMBL37038,O=C(O)c1ccc(COC(=O)[C@@H]2[C@H](Cc3ccccc3)C(=O)N2C(=O)c2ccccc2)cc1,24300.0,inactive
Glutamate carboxypeptidase II,CHEMBL37153,O=C(O)c1ccc(COC(=O)[C@@H]2[C@H](Cc3ccccc3)C(=O)N2C(=O)Cc2cccc(C(=O)O)c2)cc1,30000.0,inactive
Glutamate carboxypeptidase II,CHEMBL36919,O=C(OC[C@@H]1[C@H](Cc2ccccc2)C(=O)N1C(=O)c1ccccc1)c1ccccc1,1590.0,intermediate
Glutamate carboxypeptidase II,CHEMBL36215,O=C(O)c1ccc(C(=O)OC[C@@H]2[C@H](Cc3ccccc3)C(=O)N2C(=O)c2ccccc2)cc1,100000.0,inactive
Glutamate carboxypeptidase II,CHEMBL285618,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccccc3)[C@H]2COC(=O)c2ccccc2)c1,100000.0,inactive
Glutamate carboxypeptidase II,CHEMBL289238,O=C(O)c1ccc(COC(=O)c2cccc(CC(=O)N3C(=O)[C@@H](Cc4ccccc4)[C@H]3C(=O)OCc3ccc(C(=O)O)cc3)c2)cc1,5840.0,intermediate
Glutamate carboxypeptidase II,CHEMBL286934,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccc(O)cc3)[C@H]2C(=O)OCc2ccccc2)c1,226.0,active
Glutamate carboxypeptidase II,CHEMBL37059,CCS(=O)(=O)N1C(=O)[C@@H](Cc2ccccc2)[C@H]1COC(=O)c1ccccc1,2190.0,intermediate
Glutamate carboxypeptidase II,CHEMBL286600,NCc1ccc(COC(=O)[C@@H]2[C@H](Cc3ccccc3)C(=O)N2C(=O)Cc2cccc(C(=O)OCc3ccccc3)c2)cc1.O=C(O)C(F)(F)F,1340.0,intermediate
Glutamate carboxypeptidase II,CHEMBL36676,O=C(OC[C@@H]1[C@H](Cc2ccccc2)C(=O)N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,11500.0,inactive
Glutamate carboxypeptidase II,CHEMBL284762,O=C(O)c1ccc(COC(=O)[C@@H]2[C@H](Cc3ccc(O)cc3)C(=O)N2C(=O)Cc2cccc(C(=O)OCc3ccccc3)c2)cc1,3500.0,intermediate
Glutamate carboxypeptidase II,CHEMBL286934,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccc(O)cc3)[C@H]2C(=O)OCc2ccccc2)c1,226.0,active
Glutamate carboxypeptidase II,CHEMBL286935,O=C(O)c1ccc(COC(=O)[C@@H]2[C@H](Cc3ccccc3)C(=O)N2C(=O)Cc2cccc(C(=O)OCc3ccccc3)c2)cc1,8980.0,intermediate
Glutamate carboxypeptidase II,CHEMBL47864,NCc1ccc(COC(=O)[C@@H]2[C@H](Cc3ccccc3)C(=O)N2C(=O)Cc2cccc(C(=O)O)c2)cc1.O=C(O)C(F)(F)F,1340.0,intermediate
Glutamate carboxypeptidase II,CHEMBL289238,O=C(O)c1ccc(COC(=O)c2cccc(CC(=O)N3C(=O)[C@@H](Cc4ccccc4)[C@H]3C(=O)OCc3ccc(C(=O)O)cc3)c2)cc1,5840.0,intermediate
Glutamate carboxypeptidase II,CHEMBL37153,O=C(O)c1ccc(COC(=O)[C@@H]2[C@H](Cc3ccccc3)C(=O)N2C(=O)Cc2cccc(C(=O)O)c2)cc1,30000.0,inactive
Glutamate carboxypeptidase II,CHEMBL286934,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccc(O)cc3)[C@H]2C(=O)OCc2ccccc2)c1,348.0,active
Glutamate carboxypeptidase II,CHEMBL35781,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccccc3)[C@H]2C(=O)OCc2ccccc2)c1,1430.0,intermediate
Glutamate carboxypeptidase II,CHEMBL383676,O=C(O)C(CCCS)Cc1ccccc1,1400.0,intermediate
Glutamate carboxypeptidase II,CHEMBL209190,O=C(O)CC(Cc1cccc(C(=O)O)c1)C(=O)O,15000.0,inactive
Glutamate carboxypeptidase II,CHEMBL208206,O=C(CC(Cc1cccc(C(=O)O)c1)C(=O)O)NO,15000.0,inactive
Glutamate carboxypeptidase II,CHEMBL206733,O=C(O)c1cccc(CC(CP(=O)(O)Cc2c(F)c(F)c(F)c(F)c2F)C(=O)O)c1,2400.0,intermediate
Glutamate carboxypeptidase II,CHEMBL207343,O=C(O)c1cccc(CC(CP(=O)(O)O)C(=O)O)c1,120.0,active
Glutamate carboxypeptidase II,CHEMBL207288,O=C(O)c1cccc(SC(CCCS)C(=O)O)c1,32.0,active
Glutamate carboxypeptidase II,CHEMBL207350,O=C(O)c1cccc(OC(CCCS)C(=O)O)c1,14.0,active
Glutamate carboxypeptidase II,CHEMBL207899,N#Cc1cccc(CC(CCCS)C(=O)O)c1,1800.0,intermediate
Glutamate carboxypeptidase II,CHEMBL206885,NC(=O)c1cccc(CC(CCCS)C(=O)O)c1,2200.0,intermediate
Glutamate carboxypeptidase II,CHEMBL425947,COC(=O)c1cccc(CC(CCCS)C(=O)O)c1,2700.0,intermediate
Glutamate carboxypeptidase II,CHEMBL377648,NC(=O)C(CCCS)Cc1cccc(C(=O)O)c1,640.0,active
Glutamate carboxypeptidase II,CHEMBL379141,COC(=O)C(CCCS)Cc1cccc(C(=O)O)c1,730.0,active
Glutamate carboxypeptidase II,CHEMBL207243,O=C(O)c1cccc(CC(CCCSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)O)c1,20000.0,inactive
Glutamate carboxypeptidase II,CHEMBL207427,CSCCCC(Cc1cccc(C(=O)O)c1)C(=O)O,20000.0,inactive
Glutamate carboxypeptidase II,CHEMBL206804,O=C(O)c1ccccc1CC(CCCCCS)C(=O)O,190.0,active
Glutamate carboxypeptidase II,CHEMBL204412,O=C(O)c1cccc(CC(CCCCS)C(=O)O)c1,390.0,active
Glutamate carboxypeptidase II,CHEMBL206078,O=C(O)c1cccc(CC(CCS)C(=O)O)c1,1100.0,intermediate
Glutamate carboxypeptidase II,CHEMBL206699,O=C(O)c1cccc(CC(CS)C(=O)O)c1,440.0,active
Glutamate carboxypeptidase II,CHEMBL205399,O=C(O)c1ccc(CC(CCCS)C(=O)O)cc1,63.0,active
Glutamate carboxypeptidase II,CHEMBL382398,O=C(O)c1cccc(CC(CCCS)C(=O)O)c1,15.0,active
Glutamate carboxypeptidase II,CHEMBL207314,O=C(O)c1ccccc1CC(CCCS)C(=O)O,1700.0,intermediate
Glutamate carboxypeptidase II,CHEMBL575060,N[C@@H](CCC(=O)O)C(=O)O,428000.0,inactive
Glutamate carboxypeptidase II,CHEMBL284377,N[C@@H](COP(=O)(O)O)C(=O)O,523000.0,inactive
Glutamate carboxypeptidase II,CHEMBL28885,N[C@@H](COS(=O)(=O)O)C(=O)O,438000.0,inactive
Glutamate carboxypeptidase II,CHEMBL122005,N[C@@H](Cn1ccc(=O)[nH]c1=O)C(=O)O,67000.0,inactive
Glutamate carboxypeptidase II,CHEMBL279956,N[C@@H](Cn1oc(=O)[nH]c1=O)C(=O)O,9500.0,intermediate
Glutamate carboxypeptidase II,CHEMBL239882,O=C([O-])CC[C@H](NP(=O)([O-])OC[C@H](NC(=O)c1ccccc1)C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],35.0,active
Glutamate carboxypeptidase II,CHEMBL238830,O=C(O)CC[C@H](NP(=O)(O)O)C(=O)O,2.3,active
Glutamate carboxypeptidase II,CHEMBL241780,O=C([O-])CC[C@H](OP(=O)([O-])[O-])C(=O)[O-].[Li+].[Li+].[Li+].[Li+],15.0,active
Glutamate carboxypeptidase II,CHEMBL241779,O=C([O-])CC[C@H](NP(=O)([O-])[O-])C(=O)[O-].[Li+].[Li+].[Li+].[Li+],0.86,active
Glutamate carboxypeptidase II,CHEMBL394011,O=C([O-])CC[C@H](NP(=O)([O-])OCCCCc1ccccc1)C(=O)[O-].[K+].[K+].[K+],180.0,active
Glutamate carboxypeptidase II,CHEMBL391138,O=C([O-])CCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],4100.0,intermediate
Glutamate carboxypeptidase II,CHEMBL391840,O=C([O-])CC[C@H](NP(=O)([O-])OCC(CCc1ccccc1)C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],790.0,active
Glutamate carboxypeptidase II,CHEMBL239465,O=C([O-])CC[C@H](NP(=O)([O-])OC[C@@H](NC(=O)c1ccccc1)C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],700.0,active
Glutamate carboxypeptidase II,CHEMBL239041,CN(CCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)c1ccccc1.[K+].[K+].[K+],280.0,active
Glutamate carboxypeptidase II,CHEMBL400842,O=C([O-])CC[C@H](NP(=O)([O-])OCCNC(=O)c1ccccc1)C(=O)[O-].[K+].[K+].[K+],1800.0,intermediate
Glutamate carboxypeptidase II,CHEMBL238831,CN(C(=O)c1ccccc1)[C@@H](COP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],55.0,active
Glutamate carboxypeptidase II,CHEMBL270610,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C.[K+].[K+].[K+],125.0,active
Glutamate carboxypeptidase II,CHEMBL394011,O=C([O-])CC[C@H](NP(=O)([O-])OCCCCc1ccccc1)C(=O)[O-].[K+].[K+].[K+],180.0,active
Glutamate carboxypeptidase II,CHEMBL437209,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](OP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])CC[C@@]43C)[C@@H]1CCC2=O.[K+].[K+].[K+],569.0,active
Glutamate carboxypeptidase II,CHEMBL270594,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](OP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C.[K+].[K+].[K+],435.0,active
Glutamate carboxypeptidase II,CHEMBL402033,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],572.0,active
Glutamate carboxypeptidase II,CHEMBL402223,C[C@]12CC[C@@H]3c4ccc(OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O.[K+].[K+].[K+],140.0,active
Glutamate carboxypeptidase II,CHEMBL270824,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])CC[C@@]43C)[C@@H]1CCC2=O.[K+].[K+].[K+],438.0,active
Glutamate carboxypeptidase II,CHEMBL47009,O=C(O)CCC(CP(=O)(O)O)C(=O)O,0.3,active
Glutamate carboxypeptidase II,CHEMBL408143,CC(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)N[C@@H](CCCN(O)C(C)=O)C(=O)NCCCC(=O)c1ccc(C(=O)NCC(=O)Nc2ccc(CCOP(=O)(O)C[C@@H](CCC(=O)O)C(=O)O)cc2)cc1,4.0,active
Glutamate carboxypeptidase II,CHEMBL408144,O=C(O)CCC(CP(=O)(O)OCc1ccccc1)C(=O)O,12.5,active
Glutamate carboxypeptidase II,CHEMBL511108,O=C(O)CC[C@H](NC(=O)NCc1ccc(I)cc1)C(=O)O,3000.0,intermediate
Glutamate carboxypeptidase II,CHEMBL458202,NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,498.0,active
Glutamate carboxypeptidase II,CHEMBL496748,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc(I)cc1)C(=O)O)C(=O)O,22.0,active
Glutamate carboxypeptidase II,CHEMBL523595,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccccc1I)C(=O)O)C(=O)O,37.0,active
Glutamate carboxypeptidase II,CHEMBL496955,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1cccc(I)c1)C(=O)O)C(=O)O,443.0,active
Glutamate carboxypeptidase II,CHEMBL496956,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc(Br)cc1)C(=O)O)C(=O)O,43.0,active
Glutamate carboxypeptidase II,CHEMBL495511,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc(Cl)cc1)C(=O)O)C(=O)O,2.0,active
Glutamate carboxypeptidase II,CHEMBL498192,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccccc1Cl)C(=O)O)C(=O)O,245.0,active
