target_pref_name,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,standard_value_transformed
Mitogen-activated protein kinase kinase kinase 8,CHEMBL200247,N#Cc1cnc2cnc(NCc3ccccc3)cc2c1Nc1ccc(F)c(Cl)c1,active,403.84800000000007,5.649680000000003,2.0,5.0,6.853871964321762
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242237,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,inactive,321.34000000000003,2.7683,4.0,6.0,4.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL220037,N#Cc1cnc2ccc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,active,392.82500000000005,4.977780000000002,3.0,5.0,7.698970004336019
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230871,CS(=O)(=O)CCn1cnc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c1,active,577.8670000000002,5.258280000000003,2.0,8.0,7.366531544420414
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230870,N#Cc1cnc2c(Br)cc(NCc3cn(CCN4CCOCC4)cn3)cc2c1Nc1ccc(F)c(Cl)c1,active,584.8810000000003,5.545880000000004,2.0,8.0,7.3872161432802645
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230763,N#Cc1cnc2c(Br)cc(NCc3c[nH]c(-c4ccccc4)n3)cc2c1Nc1ccc(F)c(Cl)c1,intermediate,547.8190000000002,7.407280000000003,3.0,5.0,5.229147988357856
Mitogen-activated protein kinase kinase kinase 8,CHEMBL391305,Cn1cncc1CNc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,441.2970000000001,5.641580000000002,2.0,6.0,6.657577319177793
Mitogen-activated protein kinase kinase kinase 8,CHEMBL395575,Cc1nc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c(C)[nH]1,active,455.3240000000001,6.248020000000003,3.0,5.0,6.657577319177793
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230762,CCc1nc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c(C)[nH]1,active,469.35100000000017,6.502000000000003,3.0,5.0,6.494850021680094
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230761,Cn1cnc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c1,active,485.7480000000001,5.750680000000003,2.0,6.0,7.522878745280337
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230656,CN(C)CCCc1[nH]cnc1CNc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,512.4200000000002,6.125380000000004,3.0,6.0,6.886056647693163
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230655,COC(=O)c1[nH]cnc1CNc1cc(Br)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,529.7570000000002,5.526880000000002,3.0,7.0,7.060480747381382
Mitogen-activated protein kinase kinase kinase 8,CHEMBL397986,CCc1[nH]cnc1CNc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,455.3240000000001,6.1935800000000025,3.0,5.0,7.795880017344075
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230654,CCCc1[nH]cnc1CNc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,469.35100000000017,6.583680000000003,3.0,5.0,7.6020599913279625
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230554,CC(C)c1[nH]cnc1CNc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,469.35100000000017,6.754580000000003,3.0,5.0,7.795880017344075
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230553,CC(C)c1[nH]cnc1CNc1cc(Br)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,513.8020000000002,6.863680000000003,3.0,5.0,6.886056647693163
Mitogen-activated protein kinase kinase kinase 8,CHEMBL425834,CN(C)CCCn1cc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,active,557.859,5.560380000000004,2.0,8.0,7.698970004336019
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230232,N#Cc1cnc2c(Br)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1,active,472.70900000000006,5.135280000000001,3.0,6.0,7.7447274948966935
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230230,N#Cc1cnc2c(Cl)cc(NCC(=O)Nc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,active,481.3180000000001,5.741580000000002,3.0,6.0,6.958607314841775
Mitogen-activated protein kinase kinase kinase 8,CHEMBL395063,N#Cc1cnc2c(Cl)cc(NCC(=O)O)cc2c1Nc1ccc(F)c(Cl)c1,active,405.2160000000001,4.792480000000001,3.0,5.0,6.698970004336019
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230117,N#Cc1cnc2c(Cl)cc(NCc3nn[nH]n3)cc2c1Nc1ccc(F)c(Cl)c1,active,429.2460000000001,4.421180000000001,3.0,7.0,8.698970004336019
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230116,N#Cc1cnc2c(Br)cc(NCC(O)CO)cc2c1Nc1ccc(F)c(Cl)c1,active,465.71000000000015,4.170180000000001,4.0,6.0,6.229147988357855
Mitogen-activated protein kinase kinase kinase 8,CHEMBL395573,N#Cc1cnc2c(Cl)cc(NCc3cccc[n+]3[O-])cc2c1Nc1ccc(F)c(Cl)c1,active,454.29200000000014,5.541480000000002,2.0,5.0,7.7447274948966935
Mitogen-activated protein kinase kinase kinase 8,CHEMBL230755,N#Cc1cnc2c(Cl)cc(NCc3cccc(N4CCOCC4)n3)cc2c1Nc1ccc(F)c(Cl)c1,active,523.3990000000003,6.139680000000004,2.0,7.0,6.455931955649724
Mitogen-activated protein kinase kinase kinase 8,CHEMBL389542,Cc1cccc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)n1,active,452.32000000000016,6.611500000000003,2.0,5.0,6.769551078621726
Mitogen-activated protein kinase kinase kinase 8,CHEMBL263802,CC(C)N1CCC(O)(c2cncc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c2)CC1,active,579.5070000000001,6.9948800000000055,3.0,7.0,6.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242854,N#Cc1cnc2c(Cl)cc(NCc3cncc(C(O)(C(F)(F)F)C(F)(F)F)c3)cc2c1Nc1ccc(F)c(Cl)c1,intermediate,604.3130000000001,7.615280000000003,3.0,6.0,5.522878745280337
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242852,N#Cc1cnc2c(Cl)cc(NCc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,active,438.2930000000001,6.303080000000002,2.0,5.0,7.795880017344075
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242638,N#Cc1cnc2c(Cl)cc(NCc3cnc4ccccn34)cc2c1Nc1ccc(F)c(Cl)c1,active,477.33000000000015,6.555780000000002,2.0,6.0,6.552841968657781
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242637,N#Cc1cnc2c(Br)cc(NCc3ccnn3-c3ccccc3)cc2c1Nc1ccc(F)c(Cl)c1,active,547.8190000000002,7.202880000000002,2.0,6.0,6.6020599913279625
Mitogen-activated protein kinase kinase kinase 8,CHEMBL428714,Cn1nccc1CNc1cc(Br)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,485.7480000000002,5.750680000000003,2.0,6.0,7.008773924307505
Mitogen-activated protein kinase kinase kinase 8,CHEMBL397950,Cn1cc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)cn1,active,441.29700000000014,5.641580000000002,2.0,6.0,6.5376020021010435
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242636,N#Cc1cnc2c(Br)cc(NC(=O)Cc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,intermediate,499.7310000000001,5.309380000000001,3.0,5.0,5.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242427,N#Cc1cnc2c(Cl)cc(NCCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,active,441.29700000000014,5.673680000000002,3.0,5.0,6.886056647693163
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242426,N#Cc1cnc2c(OCC(O)CO)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,active,482.90300000000013,3.709780000000001,5.0,8.0,6.080921907623926
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242425,N#Cc1cnc2c(CC(O)CO)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,active,466.9040000000001,3.8734800000000016,5.0,7.0,6.040958607678906
Mitogen-activated protein kinase kinase kinase 8,CHEMBL397949,CC(=O)c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,active,434.86200000000014,5.180380000000003,3.0,6.0,7.638272163982407
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242208,CN(C)C(=O)c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,active,463.90400000000017,4.679580000000003,3.0,6.0,6.886056647693163
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242207,CS(=O)(=O)c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,active,470.9170000000002,4.381280000000003,3.0,7.0,6.721246399047171
Mitogen-activated protein kinase kinase kinase 8,CHEMBL242206,C[S+]([O-])c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,active,454.9180000000002,4.715180000000004,3.0,6.0,7.698970004336019
Mitogen-activated protein kinase kinase kinase 8,CHEMBL241990,COc1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,active,422.85100000000017,4.986380000000003,3.0,6.0,6.886056647693163
Mitogen-activated protein kinase kinase kinase 8,CHEMBL395997,N#Cc1cnc2c(O)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,inactive,408.82400000000007,4.683380000000001,4.0,6.0,4.94692155651658
Mitogen-activated protein kinase kinase kinase 8,CHEMBL241989,N#Cc1cnc2c(C(F)(F)F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,active,460.8220000000001,5.996580000000002,3.0,5.0,6.795880017344075
Mitogen-activated protein kinase kinase kinase 8,CHEMBL241988,N#Cc1cnc2c(Br)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,active,471.7210000000001,5.740280000000001,3.0,5.0,8.0
Mitogen-activated protein kinase kinase kinase 8,CHEMBL436817,N#Cc1cnc2c(Cl)cc(NCc3cnc[nH]3)cc2c1Nc1ccc(F)c(Cl)c1,active,427.2700000000001,5.631180000000001,3.0,5.0,7.698970004336019
Mitogen-activated protein kinase kinase kinase 8,CHEMBL245212,N#Cc1cnc2c(F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,active,410.81500000000005,5.116880000000002,3.0,5.0,7.698970004336019
Mitogen-activated protein kinase kinase kinase 8,CHEMBL410643,COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,546.6610000000003,2.1359000000000012,2.0,10.0,4.3979400086720375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL271190,COC[C@H]1OC(=O)/C(=C/N(CCO)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,547.6450000000003,2.3452,3.0,10.0,4.3979400086720375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL404939,O=C1C(Cl)=C(N2C(=O)CCC2=O)C(=O)c2ccccc21,active,289.674,1.665,0.0,4.0,7.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL261238,CN(c1cccnc1)c1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1,active,404.8360000000001,5.200480000000003,1.0,6.0,7.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL436817,N#Cc1cnc2c(Cl)cc(NCc3cnc[nH]3)cc2c1Nc1ccc(F)c(Cl)c1,active,427.2700000000001,5.631180000000001,3.0,5.0,7.920818753952375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL199230,C[C@@H](Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1)c1ccccc1,active,417.8750000000001,6.210680000000004,2.0,5.0,7.795880017344075
Mitogen-activated protein kinase kinase kinase 8,CHEMBL370336,C[C@H](Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1)c1ccccc1,inactive,417.8750000000001,6.210680000000004,2.0,5.0,4.443697499232712
Mitogen-activated protein kinase kinase kinase 8,CHEMBL523921,O=C(O)c1cc2c(Oc3ccc(I)cc3)cncc2s1,active,397.19300000000004,4.391400000000002,1.0,4.0,6.026872146400302
Mitogen-activated protein kinase kinase kinase 8,CHEMBL526374,Nc1cc2c(Oc3ccc(I)cc3)cncc2s1,inactive,368.19900000000007,4.275400000000001,1.0,4.0,4.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL496947,CC(=O)Nc1cc2c(Oc3ccc(I)cc3)cncc2s1,inactive,410.23600000000005,4.651600000000002,1.0,4.0,4.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL497151,O=c1nc(-c2cc3c(Oc4ccc(I)cc4)cncc3s2)[nH]o1,intermediate,437.2180000000001,4.036500000000002,1.0,6.0,5.950781977329818
Mitogen-activated protein kinase kinase kinase 8,CHEMBL498385,Ic1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,active,421.2230000000001,3.8733000000000013,1.0,6.0,6.3872161432802645
Mitogen-activated protein kinase kinase kinase 8,CHEMBL498592,O=C(NO)c1cc2c(Oc3ccc(I)cc3)cncc2s1,active,412.2080000000001,3.8122000000000007,2.0,5.0,6.267606240177032
Mitogen-activated protein kinase kinase kinase 8,CHEMBL524468,c1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,intermediate,295.32700000000006,3.268700000000001,1.0,6.0,5.657577319177793
Mitogen-activated protein kinase kinase kinase 8,CHEMBL498593,c1ccc(-c2ccccc2Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,inactive,371.425,4.935700000000002,1.0,6.0,4.823908740944319
Mitogen-activated protein kinase kinase kinase 8,CHEMBL497367,c1ccc(-c2cccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)c2)cc1,intermediate,371.425,4.935700000000002,1.0,6.0,5.769551078621726
Mitogen-activated protein kinase kinase kinase 8,CHEMBL496536,c1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,371.425,4.935700000000002,1.0,6.0,6.823908740944319
Mitogen-activated protein kinase kinase kinase 8,CHEMBL526487,Cc1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,intermediate,309.35400000000004,3.5771200000000007,1.0,6.0,5.1249387366083
Mitogen-activated protein kinase kinase kinase 8,CHEMBL498599,Brc1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,intermediate,374.223,4.031200000000002,1.0,6.0,5.795880017344075
Mitogen-activated protein kinase kinase kinase 8,CHEMBL507453,Clc1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,active,329.772,3.9221000000000013,1.0,6.0,6.1487416512809245
Mitogen-activated protein kinase kinase kinase 8,CHEMBL539169,CC(C)(C)c1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,active,351.435,4.566200000000003,1.0,6.0,6.214670164989233
Mitogen-activated protein kinase kinase kinase 8,CHEMBL497791,COc1ccccc1-c1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,active,401.4510000000001,4.944300000000003,1.0,7.0,6.494850021680094
Mitogen-activated protein kinase kinase kinase 8,CHEMBL496543,COc1cccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)c1,active,401.4510000000001,4.944300000000003,1.0,7.0,6.619788758288394
Mitogen-activated protein kinase kinase kinase 8,CHEMBL496752,COc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,401.451,4.944300000000003,1.0,7.0,6.886056647693163
Mitogen-activated protein kinase kinase kinase 8,CHEMBL491434,Clc1ccccc1-c1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,active,405.87000000000006,5.589100000000003,1.0,6.0,6.823908740944319
Mitogen-activated protein kinase kinase kinase 8,CHEMBL522129,Clc1cccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)c1,active,405.87000000000006,5.589100000000002,1.0,6.0,6.920818753952375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL524274,Clc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,405.87000000000006,5.589100000000002,1.0,6.0,7.045757490560675
Mitogen-activated protein kinase kinase kinase 8,CHEMBL497792,N#Cc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,396.43500000000006,4.807380000000002,1.0,7.0,6.508638306165727
Mitogen-activated protein kinase kinase kinase 8,CHEMBL491435,Fc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,389.415,5.074800000000002,1.0,6.0,6.769551078621726
Mitogen-activated protein kinase kinase kinase 8,CHEMBL491635,Nc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,386.44000000000005,4.517900000000002,2.0,7.0,6.638272163982407
Mitogen-activated protein kinase kinase kinase 8,CHEMBL490423,FC(F)(F)c1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,439.4220000000001,5.954500000000003,1.0,6.0,6.552841968657781
Mitogen-activated protein kinase kinase kinase 8,CHEMBL489812,CN(C)C(=O)c1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,442.5040000000001,4.637500000000003,1.0,7.0,7.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL491029,OCc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,401.451,4.428000000000003,2.0,7.0,7.3979400086720375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL491228,NC(=O)c1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,414.45000000000005,4.034600000000001,2.0,7.0,8.0
Mitogen-activated protein kinase kinase kinase 8,CHEMBL496536,c1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,intermediate,371.425,4.935700000000002,1.0,6.0,5.366531544420414
Mitogen-activated protein kinase kinase kinase 8,CHEMBL491228,NC(=O)c1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,414.45000000000005,4.034600000000001,2.0,7.0,6.886056647693163
Mitogen-activated protein kinase kinase kinase 8,CHEMBL490423,FC(F)(F)c1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,439.4220000000001,5.954500000000003,1.0,6.0,6.251811972993799
Mitogen-activated protein kinase kinase kinase 8,CHEMBL491435,Fc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,intermediate,389.415,5.074800000000002,1.0,6.0,5.187086643357144
Mitogen-activated protein kinase kinase kinase 8,CHEMBL524274,Clc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,intermediate,405.87000000000006,5.589100000000002,1.0,6.0,5.6777807052660805
Mitogen-activated protein kinase kinase kinase 8,CHEMBL492251,COc1ccc(-c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2)cc1OC,inactive,370.4120000000001,4.8623800000000035,2.0,5.0,5.0
Mitogen-activated protein kinase kinase kinase 8,CHEMBL504547,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1,intermediate,486.2650000000002,3.6575000000000015,3.0,5.0,5.3979400086720375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL505892,O=C(O)c1cc2c(Nc3ccc(-c4ccccc4)cc3)cncc2s1,active,346.41100000000006,5.405100000000003,2.0,4.0,6.853871964321762
Mitogen-activated protein kinase kinase kinase 8,CHEMBL450984,NC(=O)c1cc2c(Nc3ccc(-c4ccccc4)cc3)cncc2s1,active,345.4270000000001,4.805800000000001,2.0,4.0,6.552841968657781
Mitogen-activated protein kinase kinase kinase 8,CHEMBL447512,c1ccc(-c2ccc(Nc3cncc4sc(-c5nnn[nH]5)cc34)cc2)cc1,active,370.44100000000003,4.887000000000002,2.0,6.0,6.6777807052660805
Mitogen-activated protein kinase kinase kinase 8,CHEMBL476230,O=C(O)c1cc2c(-c3cccc(-c4ccccc4)c3)cncc2s1,active,331.3960000000001,5.328500000000003,1.0,3.0,7.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL476228,NC(=O)c1cc2c(-c3cccc(-c4ccccc4)c3)cncc2s1,intermediate,330.41200000000003,4.729200000000001,1.0,3.0,5.5376020021010435
Mitogen-activated protein kinase kinase kinase 8,CHEMBL514360,c1ccc(-c2cccc(-c3cncc4sc(-c5nnn[nH]5)cc34)c2)cc1,active,355.426,4.810400000000003,1.0,5.0,7.096910013008056
Mitogen-activated protein kinase kinase kinase 8,CHEMBL476229,O=C(O)c1cc2c(Oc3ccc(-c4ccccc4)cc3)cncc2s1,active,347.39500000000004,5.453800000000003,1.0,4.0,6.508638306165727
Mitogen-activated protein kinase kinase kinase 8,CHEMBL518731,NC(=O)c1cc2c(Oc3ccc(-c4ccccc4)cc3)cncc2s1,inactive,346.41100000000006,4.854500000000002,1.0,4.0,4.301029995663981
Mitogen-activated protein kinase kinase kinase 8,CHEMBL496536,c1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,active,371.425,4.935700000000002,1.0,6.0,6.886056647693163
Mitogen-activated protein kinase kinase kinase 8,CHEMBL476442,Nc1ncc(-c2cccc(-c3ccccc3)c2)c2cc(C(=O)O)sc12,active,346.4110000000001,4.910700000000002,2.0,4.0,7.698970004336019
Mitogen-activated protein kinase kinase kinase 8,CHEMBL445178,NC(=O)c1cc2c(-c3cccc(-c4ccccc4)c3)cnc(N)c2s1,active,345.4270000000001,4.311400000000001,2.0,4.0,6.795880017344075
Mitogen-activated protein kinase kinase kinase 8,CHEMBL519982,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,active,258.229,2.3714199999999996,3.0,5.0,8.096910013008056
Mitogen-activated protein kinase kinase kinase 8,CHEMBL521470,O=C1C[C@H](O)[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)CCC3=O,active,352.34200000000016,1.9733999999999994,4.0,6.0,8.259637310505756
Mitogen-activated protein kinase kinase kinase 8,CHEMBL483532,Cc1cc(O)c(O)cc1-c1cc(O)cc(O)c1C(=O)O,active,276.24399999999997,2.1826200000000013,5.0,5.0,8.013228265733755
Mitogen-activated protein kinase kinase kinase 8,CHEMBL483531,COc1cc(O)c(C(=O)O)c(-c2cc(O)c(O)cc2C)c1,active,290.271,2.48562,4.0,5.0,8.05551732784983
Mitogen-activated protein kinase kinase kinase 8,CHEMBL520144,COc1cc(O)c2c(=O)oc3c(O)c(O)cc(C)c3c2c1,active,288.255,2.380020000000001,3.0,6.0,8.638272163982407
Mitogen-activated protein kinase kinase kinase 8,CHEMBL483526,COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,active,272.256,2.6744200000000005,2.0,5.0,8.585026652029182
Mitogen-activated protein kinase kinase kinase 8,CHEMBL483525,Cc1cc(O)cc2oc(=O)c3c(O)cc(OS(=O)(=O)O)cc3c12,active,338.29300000000006,1.8474200000000003,3.0,7.0,8.1249387366083
Mitogen-activated protein kinase kinase kinase 8,CHEMBL507058,COc1cc(O)c2c(c1)-c1cc(O)c(O)cc1COC2=O,active,288.25500000000005,2.149399999999999,3.0,6.0,8.0
Mitogen-activated protein kinase kinase kinase 8,CHEMBL519395,COc1cc(O)c(C(=O)O)c(C2=C(C)C[C@@H](O)C2=O)c1,active,278.26,1.2062,3.0,5.0,8.0
Mitogen-activated protein kinase kinase kinase 8,CHEMBL408995,COc1cc(O)c2c(c1)C1(OC2=O)C(C)=CC(=O)C1O,active,276.24399999999997,0.6563999999999999,2.0,6.0,8.0
Mitogen-activated protein kinase kinase kinase 8,CHEMBL529663,COc1cc(C2=C(c3c[nH]c4ccccc34)CNC2=O)cc(OC)c1OC,inactive,364.4010000000002,3.234300000000001,2.0,4.0,4.494850021680094
Mitogen-activated protein kinase kinase kinase 8,CHEMBL488811,COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,inactive,470.52500000000026,4.744200000000004,1.0,6.0,4.3979400086720375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL488646,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,intermediate,450.5350000000002,4.480300000000003,1.0,6.0,5.017728766960431
Mitogen-activated protein kinase kinase kinase 8,CHEMBL489058,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,inactive,558.1550000000001,6.428980000000007,1.0,8.0,4.3979400086720375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL522217,N#Cc1cnc2c(Br)cc(NCc3cn(-c4ccccc4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,inactive,548.8070000000001,6.597880000000003,2.0,7.0,4.3979400086720375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL496590,CC(C)(C)n1cc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,active,484.36600000000016,6.254580000000003,2.0,7.0,6.769551078621726
Mitogen-activated protein kinase kinase kinase 8,CHEMBL526840,N#Cc1cnc2c(Cl)cc(NCc3cn(Cc4ccccc4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,active,518.3830000000002,6.547880000000003,2.0,7.0,6.853871964321762
Mitogen-activated protein kinase kinase kinase 8,CHEMBL496591,N#Cc1cnc2c(Cl)cc(NCc3cn(-c4ccccc4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,active,504.3560000000001,6.488780000000002,2.0,7.0,6.920818753952375
Mitogen-activated protein kinase kinase kinase 8,CHEMBL495866,CC(C)(C)n1cc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,active,528.8170000000001,6.363680000000003,2.0,7.0,7.214670164989233
Mitogen-activated protein kinase kinase kinase 8,CHEMBL495585,N#Cc1cnc2c(Cl)cc(NCc3cn(CCC4CCCN4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,active,525.4190000000002,5.6416800000000045,3.0,8.0,7.3979400086720375
